"","Year","Edges","Origin","Dest","Origin_Lat","Origin_Lon","Origin_Att","Dest_Lat","Dest_Lon","Dest_Att","Frequency","Avg_Arr_Delay","Avg_Dep_Delay","Avg_Taxi_In","Avg_Taxi_Out","Cancel_Prob","Distance","Carrier_Cancel","Weather_Cancel","NAS_Cancel","Security_Cancel","CarrierDy_Mins","WeatherDy_Mins","NASDy_Mins","SecurityDy_Mins","LateAircraftDy_Mins"
"1",1998,"ABE-ATL","Allentown","Atlanta",40.652099609375,-75.440803527832,393,33.6366996765137,-84.4281005859375,1026,939,2.71397616468039,4.70995670995671,8.35889243876464,11.1693290734824,0.0159744408945687,692,0,0,0,0,NA,NA,NA,NA,NA
"2",1998,"ABE-CLT","Allentown","Charlotte",40.652099609375,-75.440803527832,393,35.2140007019043,-80.9430999755859,748,365,1.51523545706371,1.51381215469613,4.98082191780822,11.8712328767123,0.00821917808219178,481,0,0,0,0,NA,NA,NA,NA,NA
"3",1998,"ABE-CVG","Allentown","Cincinnati",40.652099609375,-75.440803527832,393,39.0488014221,-84.6678009033,896,300,-4.98943661971831,-2.57042253521127,6.36666666666667,10.4966666666667,0.0533333333333333,503,0,0,0,0,NA,NA,NA,NA,NA
"4",1998,"ABE-DTW","Allentown","Detroit",40.652099609375,-75.440803527832,393,42.2123985290527,-83.353401184082,645,773,3.83667621776504,5.82403433476395,10.1151358344114,10.1009055627426,0.0957309184993532,424,0,0,0,0,NA,NA,NA,NA,NA
"5",1998,"ABE-MCO","Allentown","Orlando",40.652099609375,-75.440803527832,393,28.4293994903564,-81.3089981079102,96,18,2.61111111111111,4.88888888888889,6.83333333333333,10.3333333333333,0,906,0,0,0,0,NA,NA,NA,NA,NA
"6",1998,"ABE-MDT","Allentown","Harrisburg",40.652099609375,-75.440803527832,393,40.1935005188,-76.7633972168,310,1037,2.72116349047141,2.028,4.07328833172613,9.60559305689489,0.0356798457087753,77,0,0,0,0,NA,NA,NA,NA,NA
"7",1998,"ABE-ORD","Allentown","Chicago",40.652099609375,-75.440803527832,393,41.97859955,-87.90480042,672,1384,7.64328358208955,5.8301043219076,6.64017341040462,10.7933526011561,0.0303468208092486,654,0,0,0,0,NA,NA,NA,NA,NA
"8",1998,"ABE-PIT","Allentown","Pittsburgh",40.652099609375,-75.440803527832,393,40.49150085,-80.23290253,1203,1420,3.75816993464052,3.19158200290276,5.32957746478873,9.72112676056338,0.0295774647887324,253,0,0,0,0,NA,NA,NA,NA,NA
"9",1998,"ABQ-AMA","Albuquerque","Amarillo",35.0401992797852,-106.609001159668,5355,35.2193984985352,-101.706001281738,3607,684,7.21502209131075,10.6886930983847,2.99415204678363,7.99269005847953,0.0043859649122807,277,0,0,0,0,NA,NA,NA,NA,NA
"10",1998,"ABQ-ATL","Albuquerque","Atlanta",35.0401992797852,-106.609001159668,5355,33.6366996765137,-84.4281005859375,1026,1089,1.27222222222222,4.39612188365651,7.66391184573003,11.4527089072544,0.00550964187327824,1269,0,0,0,0,NA,NA,NA,NA,NA
